Industry,Education,Sex,Age,Item,UNIT,2002 Year,2003 Year,2004 Year,2005 Year,2006 Year,2007 Year,2008 Year
8,College and university and over,Male,50 ~ 54,Monthly Total wage,Won,2722077,3041323,3254934,3396064,3426532,4235837,4066829
8,College and university and over,Male,50 ~ 54,Employment,Persons,2677,2909,2569,5064,4849,4509,5633
8,College and university and over,Male,55 ~ 59,Total hours worked,Hours,190.1,191.4,193.3,190,184,178.9,179.4
8,College and university and over,Male,55 ~ 59,Monthly Total wage,Won,2408074,2679777,3417625,3055818,3757715,3555743,3767151
8,College and university and over,Male,55 ~ 59,Employment,Persons,1823,2001,2023,2208,2388,2489,2218
8,College and university and over,Male,60 years old and over,Total hours worked,Hours,203.1,186.3,193,196.1,187.1,181.1,182.4
8,College and university and over,Male,60 years old and over,Monthly Total wage,Won,2085668,2726707,2924364,3322548,2626576,2955586,3457184
8,College and university and over,Male,60 years old and over,Employment,Persons,1457,1773,2017,1991,1805,1798,2103
8,College and university and over,Female,19 years old and less,Total hours worked,Hours,,,,,,,-
8,College and university and over,Female,19 years old and less,Monthly Total wage,Won,,,,,,,-
8,College and university and over,Female,19 years old and less,Employment,Persons,,,,,,,-
8,College and university and over,Female,20 ~ 24,Total hours worked,Hours,175.8,179.9,196.8,184,180.7,171.8,166.4
8,College and university and over,Female,20 ~ 24,Monthly Total wage,Won,1091421,1242572,1181168,1385263,1333453,1324260,1312445
8,College and university and over,Female,20 ~ 24,Employment,Persons,2988,2275,1919,2508,2258,1837,4890
8,College and university and over,Female,25 ~ 29,Total hours worked,Hours,174.3,180.2,185.4,182.4,183.5,169.8,163.3
8,College and university and over,Female,25 ~ 29,Monthly Total wage,Won,1280669,1381387,1522409,1609991,1576820,1653931,1714961
8,College and university and over,Female,25 ~ 29,Employment,Persons,4448,4534,4566,7148,9478,7227,23005
8,College and university and over,Female,30 ~ 34,Total hours worked,Hours,172.3,179,179.8,180.5,178.3,172.6,164.4
8,College and university and over,Female,30 ~ 34,Monthly Total wage,Won,1445940,1623313,1804775,1854909,1785877,2090449,2108761
8,College and university and over,Female,30 ~ 34,Employment,Persons,1973,2383,3127,4410,3640,4119,11402
8,College and university and over,Female,35 ~ 39,Total hours worked,Hours,169.4,186.8,191,175.4,180.8,175.1,168.6
8,College and university and over,Female,35 ~ 39,Monthly Total wage,Won,1443048,1461345,1695903,1836054,1906725,2716034,2357106
8,College and university and over,Female,35 ~ 39,Employment,Persons,849,1307,1082,1344,2193,2604,4202
8,College and university and over,Female,40 ~ 44,Total hours worked,Hours,178.9,185.2,182.1,183.5,187.3,177.6,168.2
8,College and university and over,Female,40 ~ 44,Monthly Total wage,Won,1692859,1670409,2379258,2107518,2376907,2388677,2824183
8,College and university and over,Female,40 ~ 44,Employment,Persons,256,535,558,627,1089,903,1607
8,College and university and over,Female,45 ~ 49,Total hours worked,Hours,184.9,186.3,185.2,182,179.5,183.5,172.8
8,College and university and over,Female,45 ~ 49,Monthly Total wage,Won,1603135,1386695,1783871,2467143,2300952,2007493,2854804
8,College and university and over,Female,45 ~ 49,Employment,Persons,144,292,255,511,499,485,838
8,College and university and over,Female,50 ~ 54,Total hours worked,Hours,187.5,182.4,196.3,187.8,174.1,166.5,173.6
8,College and university and over,Female,50 ~ 54,Monthly Total wage,Won,1231950,1424909,2088990,2596432,2135125,1955684,2154543
8,College and university and over,Female,50 ~ 54,Employment,Persons,131,405,100,111,192,241,252
8,College and university and over,Female,55 ~ 59,Total hours worked,Hours,170.8,177.4,217.2,182.3,183.9,181.6,184.6
8,College and university and over,Female,55 ~ 59,Monthly Total wage,Won,2662994,1415529,1356552,1031844,3032302,2351287,2016192
8,College and university and over,Female,55 ~ 59,Employment,Persons,17,68,116,32,43,119,157
8,College and university and over,Female,60 years old and over,Total hours worked,Hours,181.7,177.2,190.5,192.8,185.2,162.5,184
8,College and university and over,Female,60 years old and over,Monthly Total wage,Won,2108471,3131949,2659844,3964131,5152418,7801704,2768860
8,College and university and over,Female,60 years old and over,Employment,Persons,191,79,64,107,134,27,146
9,Under middle shcool,Male,19 years old and less,Total hours worked,Hours,,,,,,,-
9,Under middle shcool,Male,19 years old and less,Monthly Total wage,Won,,,,,,,-
9,Under middle shcool,Male,19 years old and less,Employment,Persons,,,,,,,-
9,Under middle shcool,Male,20 ~ 24,Total hours worked,Hours,164,,,,,,-
9,Under middle shcool,Male,20 ~ 24,Monthly Total wage,Won,1067000,,,,,,-
9,Under middle shcool,Male,20 ~ 24,Employment,Persons,53,,,,,,-
9,Under middle shcool,Male,25 ~ 29,Total hours worked,Hours,197,,,202.3,194,,208
9,Under middle shcool,Male,25 ~ 29,Monthly Total wage,Won,2183000,,,1586688,2036000,,1664951
9,Under middle shcool,Male,25 ~ 29,Employment,Persons,21,,,32,9,,23
9,Under middle shcool,Male,30 ~ 34,Total hours worked,Hours,217,183,,187.7,,,162
9,Under middle shcool,Male,30 ~ 34,Monthly Total wage,Won,2507667,2284000,,2184286,,,1686894
9,Under middle shcool,Male,30 ~ 34,Employment,Persons,18,28,,14,,,45
9,Under middle shcool,Male,35 ~ 39,Total hours worked,Hours,187.7,225,,201.3,171.4,160,182.5
9,Under middle shcool,Male,35 ~ 39,Monthly Total wage,Won,2576375,3003000,,2745939,2585571,1622983,2710333
9,Under middle shcool,Male,35 ~ 39,Employment,Persons,120,25,,49,21,7,66
9,Under middle shcool,Male,40 ~ 44,Total hours worked,Hours,177.5,183.2,200.6,182.8,175.1,178.1,173.8
9,Under middle shcool,Male,40 ~ 44,Monthly Total wage,Won,2732557,2823429,3025577,2976173,2917185,2858909,3177050
9,Under middle shcool,Male,40 ~ 44,Employment,Persons,589,520,182,249,178,94,187
9,Under middle shcool,Male,45 ~ 49,Total hours worked,Hours,180,182.7,202.1,183.9,193.3,175.9,174.9
9,Under middle shcool,Male,45 ~ 49,Monthly Total wage,Won,3031402,3239017,3215478,3265415,3213043,3347765,3484878
9,Under middle shcool,Male,45 ~ 49,Employment,Persons,1258,1095,743,685,655,471,747
9,Under middle shcool,Male,50 ~ 54,Total hours worked,Hours,190.2,195.4,198.1,185.5,189.6,177,172.6
9,Under middle shcool,Male,50 ~ 54,Monthly Total wage,Won,3336787,3391565,3069066,3391661,3504590,3015968,3786375
9,Under middle shcool,Male,50 ~ 54,Employment,Persons,674,803,391,445,412,333,867
9,Under middle shcool,Male,55 ~ 59,Total hours worked,Hours,179.9,179.9,,186.7,174.8,196.6,184.3
9,Under middle shcool,Male,55 ~ 59,Monthly Total wage,Won,3429475,3962270,,3076186,3533760,2127803,3470560
9,Under middle shcool,Male,55 ~ 59,Employment,Persons,120,159,,59,75,89,281
9,Under middle shcool,Male,60 years old and over,Total hours worked,Hours,,,,360,,242.9,162
9,Under middle shcool,Male,60 years old and over,Monthly Total wage,Won,,,,1011000,,1096007,1296182
9,Under middle shcool,Male,60 years old and over,Employment,Persons,,,,30,,41,29
9,Under middle shcool,Female,19 years old and less,Total hours worked,Hours,,,,,,,-
9,Under middle shcool,Female,19 years old and less,Monthly Total wage,Won,,,,,,,-
9,Under middle shcool,Female,19 years old and less,Employment,Persons,,,,,,,-
9,Under middle shcool,Female,20 ~ 24,Total hours worked,Hours,176.1,,,,,126.9,187
9,Under middle shcool,Female,20 ~ 24,Monthly Total wage,Won,773661,,,,,833216,1104625
9,Under middle shcool,Female,20 ~ 24,Employment,Persons,28,,,,,84,17
9,Under middle shcool,Female,25 ~ 29,Total hours worked,Hours,174,,,,,143.4,188.5
9,Under middle shcool,Female,25 ~ 29,Monthly Total wage,Won,817487,,,,,976442,1279538
9,Under middle shcool,Female,25 ~ 29,Employment,Persons,32,,,,,318,107
9,Under middle shcool,Female,30 ~ 34,Total hours worked,Hours,173,,215,168.8,,137.7,192.4
9,Under middle shcool,Female,30 ~ 34,Monthly Total wage,Won,762190,,2250000,1275333,,988182,1285022
9,Under middle shcool,Female,30 ~ 34,Employment,Persons,4,,60,18,,201,95
9,Under middle shcool,Female,35 ~ 39,Total hours worked,Hours,,,,,178,152.6,194.5
9,Under middle shcool,Female,35 ~ 39,Monthly Total wage,Won,,,,,736000,1084020,1854169
9,Under middle shcool,Female,35 ~ 39,Employment,Persons,,,,,4,54,68
9,Under middle shcool,Female,40 ~ 44,Total hours worked,Hours,177.6,187.4,187.2,181.5,190.3,161,225.3
9,Under middle shcool,Female,40 ~ 44,Monthly Total wage,Won,2051650,2319392,2625813,1329672,1587000,1085935,2308414
9,Under middle shcool,Female,40 ~ 44,Employment,Persons,303,102,96,61,51,6,42
9,Under middle shcool,Female,45 ~ 49,Total hours worked,Hours,170.5,177.3,191.5,190,170,177.6,185.6
9,Under middle shcool,Female,45 ~ 49,Monthly Total wage,Won,2402986,2591780,3012000,1170571,2253209,1674762,2458822
9,Under middle shcool,Female,45 ~ 49,Employment,Persons,196,164,90,126,196,81,104
9,Under middle shcool,Female,50 ~ 54,Total hours worked,Hours,,165.8,228.3,169.7,173.3,156.9,173.3
9,Under middle shcool,Female,50 ~ 54,Monthly Total wage,Won,,2160892,2201000,1602917,2491173,2513108,2564185
9,Under middle shcool,Female,50 ~ 54,Employment,Persons,,148,180,60,110,145,131
9,Under middle shcool,Female,55 ~ 59,Total hours worked,Hours,168,192,,189.2,168,158.1,160.5
9,Under middle shcool,Female,55 ~ 59,Monthly Total wage,Won,1813550,2855000,,837200,3428000,944195,2553056
9,Under middle shcool,Female,55 ~ 59,Employment,Persons,18,48,,25,7,47,73
9,Under middle shcool,Female,60 years old and over,Total hours worked,Hours,,,,,201,,202
9,Under middle shcool,Female,60 years old and over,Monthly Total wage,Won,,,,,833000,,1586000
9,Under middle shcool,Female,60 years old and over,Employment,Persons,,,,,17,,10
9,High shcool,Male,19 years old and less,Total hours worked,Hours,,,,160,,,-
9,High shcool,Male,19 years old and less,Monthly Total wage,Won,,,,1354000,,,-
9,High shcool,Male,19 years old and less,Employment,Persons,,,,2,,,-
9,High shcool,Male,20 ~ 24,Total hours worked,Hours,163.8,174.6,195.2,195,176.7,177.3,195
9,High shcool,Male,20 ~ 24,Monthly Total wage,Won,1472768,1066559,1105791,1238642,1316159,1340024,1606563
9,High shcool,Male,20 ~ 24,Employment,Persons,30,288,685,523,314,198,349
9,High shcool,Male,25 ~ 29,Total hours worked,Hours,180,178.4,199.9,194.7,188.1,194.6,191.8
9,High shcool,Male,25 ~ 29,Monthly Total wage,Won,1518361,1440320,1445804,1644903,1424428,1519667,1670681
9,High shcool,Male,25 ~ 29,Employment,Persons,1873,1393,1395,971,904,868,1561
9,High shcool,Male,30 ~ 34,Total hours worked,Hours,182,194,209.2,195.8,186,191.9,190.1
9,High shcool,Male,30 ~ 34,Monthly Total wage,Won,2073409,2265771,1931991,2113099,1981158,1869667,2099984
9,High shcool,Male,30 ~ 34,Employment,Persons,3215,2994,2847,1693,1197,970,2603
9,High shcool,Male,35 ~ 39,Total hours worked,Hours,188.1,195.9,202.5,192.5,186.4,177.3,182.6
9,High shcool,Male,35 ~ 39,Monthly Total wage,Won,2528309,2634330,2656776,2474729,2628779,2506102,2613582
9,High shcool,Male,35 ~ 39,Employment,Persons,3306,3379,2281,2722,2746,1745,4506
9,High shcool,Male,40 ~ 44,Total hours worked,Hours,186.3,186.8,198.5,185.5,178.2,174.1,176.4
9,High shcool,Male,40 ~ 44,Monthly Total wage,Won,2915707,3040051,3002902,2855381,3078098,2852432,3145152
9,High shcool,Male,40 ~ 44,Employment,Persons,5593,5207,3312,3797,3314,2239,5223
9,High shcool,Male,45 ~ 49,Total hours worked,Hours,183.9,179.8,196,180.6,175.6,170.6,170.9
9,High shcool,Male,45 ~ 49,Monthly Total wage,Won,3215859,3362634,3312096,3332201,3497394,3266819,3707528
9,High shcool,Male,45 ~ 49,Employment,Persons,3565,4709,2851,3991,4124,3538,7329
9,High shcool,Male,50 ~ 54,Total hours worked,Hours,174,180.7,190.1,185,183.4,170.4,169.3
9,High shcool,Male,50 ~ 54,Monthly Total wage,Won,3433883,3582424,3015648,3360271,3471295,3231427,3937511
9,High shcool,Male,50 ~ 54,Employment,Persons,1308,1655,1215,1534,2254,1846,4386
9,High shcool,Male,55 ~ 59,Total hours worked,Hours,181.2,179.9,189.4,186.3,176.1,174.8,174.8
9,High shcool,Male,55 ~ 59,Monthly Total wage,Won,3119865,3746816,4363000,2827806,3391323,2581381,3262084
9,High shcool,Male,55 ~ 59,Employment,Persons,167,457,126,247,353,586,1266
9,High shcool,Male,60 years old and over,Total hours worked,Hours,164,168.5,208,197.1,178.7,172.1,172.9
9,High shcool,Male,60 years old and over,Monthly Total wage,Won,3064000,3209921,2975000,2010295,2654000,978151,1894939
9,High shcool,Male,60 years old and over,Employment,Persons,107,89,72,88,36,28,234
9,High shcool,Female,19 years old and less,Total hours worked,Hours,161.7,191.7,206,185.2,172.3,154,176.5
9,High shcool,Female,19 years old and less,Monthly Total wage,Won,958905,1030427,977000,1054833,1110333,1564777,1450654
9,High shcool,Female,19 years old and less,Employment,Persons,198,143,3,30,12,19,26
9,High shcool,Female,20 ~ 24,Total hours worked,Hours,168.3,182.3,205.4,183.3,186.8,175.6,177.2
9,High shcool,Female,20 ~ 24,Monthly Total wage,Won,981106,1075264,1414863,1352405,1341119,1403710,1438227
9,High shcool,Female,20 ~ 24,Employment,Persons,516,470,388,573,871,406,756
9,High shcool,Female,25 ~ 29,Total hours worked,Hours,171.5,177.8,198,179.3,183.9,166.5,175.2
9,High shcool,Female,25 ~ 29,Monthly Total wage,Won,1368707,1445441,1804919,1404903,1498699,1666620,1819307
9,High shcool,Female,25 ~ 29,Employment,Persons,1029,830,444,1109,807,1057,1286
9,High shcool,Female,30 ~ 34,Total hours worked,Hours,176.2,177.7,197.3,176.8,180.5,162.3,175
9,High shcool,Female,30 ~ 34,Monthly Total wage,Won,2007638,2007525,1906940,1849025,1741784,1712513,1952487
9,High shcool,Female,30 ~ 34,Employment,Persons,812,1436,988,1387,1024,812,1571
9,High shcool,Female,35 ~ 39,Total hours worked,Hours,181.9,168.6,196.5,174.8,180.3,162.9,175.1
9,High shcool,Female,35 ~ 39,Monthly Total wage,Won,2106737,2063881,2512521,2183677,1926294,2428166,2423935
9,High shcool,Female,35 ~ 39,Employment,Persons,1247,841,426,934,1006,1020,1646
9,High shcool,Female,40 ~ 44,Total hours worked,Hours,179.9,177.3,189.3,187.7,176.8,170.7,171.1
9,High shcool,Female,40 ~ 44,Monthly Total wage,Won,2445693,2500818,2860051,2437865,2320204,2744871,2494321
9,High shcool,Female,40 ~ 44,Employment,Persons,2608,2725,1054,892,643,647,843
9,High shcool,Female,45 ~ 49,Total hours worked,Hours,178,174.9,200.1,184,173.5,167.4,165
9,High shcool,Female,45 ~ 49,Monthly Total wage,Won,2662723,2663544,3121924,2968199,2911073,3141801,3488812
9,High shcool,Female,45 ~ 49,Employment,Persons,715,1131,733,763,991,1072,1641
9,High shcool,Female,50 ~ 54,Total hours worked,Hours,176.6,182.1,186.7,190.7,173.8,168.7,166.5
9,High shcool,Female,50 ~ 54,Monthly Total wage,Won,2902230,3229934,3124750,2389784,3153873,2599794,3404249
9,High shcool,Female,50 ~ 54,Employment,Persons,143,242,60,199,252,400,839
9,High shcool,Female,55 ~ 59,Total hours worked,Hours,,203,193.8,194.9,189,160.6,167.9
9,High shcool,Female,55 ~ 59,Monthly Total wage,Won,,2620000,3989688,1657130,3786000,2754241,3039287
9,High shcool,Female,55 ~ 59,Employment,Persons,,4,48,54,34,50,123
9,High shcool,Female,60 years old and over,Total hours worked,Hours,,,,191.8,176,,168.1
9,High shcool,Female,60 years old and over,Monthly Total wage,Won,,,,1080514,2334000,,2375316
9,High shcool,Female,60 years old and over,Employment,Persons,,,,37,44,,83
9,Jonior college,Male,19 years old and less,Total hours worked,Hours,,,,,,,-
9,Jonior college,Male,19 years old and less,Monthly Total wage,Won,,,,,,,-
9,Jonior college,Male,19 years old and less,Employment,Persons,,,,,,,-
9,Jonior college,Male,20 ~ 24,Total hours worked,Hours,181.6,178.9,215.4,208,199.9,196,168
9,Jonior college,Male,20 ~ 24,Monthly Total wage,Won,1071226,1096646,1168665,1461268,1253366,1493783,1674781
9,Jonior college,Male,20 ~ 24,Employment,Persons,878,483,176,299,303,452,242
9,Jonior college,Male,25 ~ 29,Total hours worked,Hours,179.6,179.1,188.5,191.5,183.7,178.8,180
9,Jonior college,Male,25 ~ 29,Monthly Total wage,Won,1307474,1387758,1526529,1676541,1486846,1569144,1842998
9,Jonior college,Male,25 ~ 29,Employment,Persons,4587,3839,2288,1554,1439,1456,2004
9,Jonior college,Male,30 ~ 34,Total hours worked,Hours,180.1,185,190.1,186.1,182.8,178.9,176.2
9,Jonior college,Male,30 ~ 34,Monthly Total wage,Won,2048208,1966895,2089693,2389943,2278314,2226955,2269995
9,Jonior college,Male,30 ~ 34,Employment,Persons,2984,2866,2521,2269,1785,2203,3526
9,Jonior college,Male,35 ~ 39,Total hours worked,Hours,189.6,187.6,196.9,182.2,177.5,172.6,174.5
9,Jonior college,Male,35 ~ 39,Monthly Total wage,Won,2501811,2642250,2635421,2679739,2838647,2719935,2934541
9,Jonior college,Male,35 ~ 39,Employment,Persons,2148,2028,2133,1667,2301,2050,3546
9,Jonior college,Male,40 ~ 44,Total hours worked,Hours,187.9,193.8,193.4,179.7,176.1,168.6,169.5
9,Jonior college,Male,40 ~ 44,Monthly Total wage,Won,3001215,3015095,3119806,3000578,3179301,3017178,3367980
9,Jonior college,Male,40 ~ 44,Employment,Persons,3619,3253,2801,1497,1722,1354,2459
9,Jonior college,Male,45 ~ 49,Total hours worked,Hours,183.9,181.4,193.7,177.9,174,170,165.7
9,Jonior college,Male,45 ~ 49,Monthly Total wage,Won,3229482,3372966,3610393,3561559,3528327,3418638,3931274
9,Jonior college,Male,45 ~ 49,Employment,Persons,1581,1460,1659,1726,2226,1714,2698
9,Jonior college,Male,50 ~ 54,Total hours worked,Hours,179.2,174.5,201.3,180.1,175.7,164.4,164.3
9,Jonior college,Male,50 ~ 54,Monthly Total wage,Won,3399898,3490981,3598079,3824145,3943573,3585882,4458587
9,Jonior college,Male,50 ~ 54,Employment,Persons,192,316,228,318,571,620,1203
9,Jonior college,Male,55 ~ 59,Total hours worked,Hours,,188,,,156,188.2,180.5
9,Jonior college,Male,55 ~ 59,Monthly Total wage,Won,,2870000,,,3483640,1902507,3196090
9,Jonior college,Male,55 ~ 59,Employment,Persons,,40,,,50,28,129
9,Jonior college,Male,60 years old and over,Total hours worked,Hours,,,,186,,168,169.9
9,Jonior college,Male,60 years old and over,Monthly Total wage,Won,,,,1169000,,895688,3638651
9,Jonior college,Male,60 years old and over,Employment,Persons,,,,15,,47,54
9,Jonior college,Female,19 years old and less,Total hours worked,Hours,,,,,,,156
9,Jonior college,Female,19 years old and less,Monthly Total wage,Won,,,,,,,1077000
9,Jonior college,Female,19 years old and less,Employment,Persons,,,,,,,2
9,Jonior college,Female,20 ~ 24,Total hours worked,Hours,167.7,183.9,204.1,178.1,182.1,171.7,169.1
9,Jonior college,Female,20 ~ 24,Monthly Total wage,Won,920881,1011346,1229481,1258783,1316360,1631056,1592296
9,Jonior college,Female,20 ~ 24,Employment,Persons,2025,1019,736,571,617,615,1003
9,Jonior college,Female,25 ~ 29,Total hours worked,Hours,174.1,184.4,203.2,177,178,166.7,165.9
9,Jonior college,Female,25 ~ 29,Monthly Total wage,Won,1130322,1236859,1252400,1550879,1525528,1701114,1759818
9,Jonior college,Female,25 ~ 29,Employment,Persons,1612,1429,1539,946,1320,1941,2642
9,Jonior college,Female,30 ~ 34,Total hours worked,Hours,176.8,184.2,191.7,175.9,177.1,160.4,167.3
9,Jonior college,Female,30 ~ 34,Monthly Total wage,Won,1760342,2011733,2110752,2039154,2177603,2067682,2109687
9,Jonior college,Female,30 ~ 34,Employment,Persons,811,810,1005,708,858,1060,1782
9,Jonior college,Female,35 ~ 39,Total hours worked,Hours,181.9,183.6,195,169.8,176.2,157.9,163
9,Jonior college,Female,35 ~ 39,Monthly Total wage,Won,2203534,2081684,2266321,2473990,2576241,2477595,2630244
9,Jonior college,Female,35 ~ 39,Employment,Persons,287,152,327,421,415,516,966
9,Jonior college,Female,40 ~ 44,Total hours worked,Hours,185.3,181.7,202.1,167.3,169.8,158.9,172.2
9,Jonior college,Female,40 ~ 44,Monthly Total wage,Won,2839030,2583946,2563361,2724259,2753023,2541841,3120289
9,Jonior college,Female,40 ~ 44,Employment,Persons,442,294,366,259,131,108,287
9,Jonior college,Female,45 ~ 49,Total hours worked,Hours,172,154.4,206.6,171.8,194.5,157.9,169.6
9,Jonior college,Female,45 ~ 49,Monthly Total wage,Won,2803545,2752142,3503786,3219089,3852617,3739245,3290803
9,Jonior college,Female,45 ~ 49,Employment,Persons,18,212,84,101,188,82,271
9,Jonior college,Female,50 ~ 54,Total hours worked,Hours,172,,192,185,161.6,158.5,167.7
9,Jonior college,Female,50 ~ 54,Monthly Total wage,Won,3403850,,3104000,3796833,3928600,4852909,4504416
9,Jonior college,Female,50 ~ 54,Employment,Persons,31,,3,18,35,27,129
9,Jonior college,Female,55 ~ 59,Total hours worked,Hours,,,,,,160,170
9,Jonior college,Female,55 ~ 59,Monthly Total wage,Won,,,,,,1532184,2847000
9,Jonior college,Female,55 ~ 59,Employment,Persons,,,,,,3,4
9,Jonior college,Female,60 years old and over,Total hours worked,Hours,,,,,,,-
9,Jonior college,Female,60 years old and over,Monthly Total wage,Won,,,,,,,-
9,Jonior college,Female,60 years old and over,Employment,Persons,,,,,,,-
9,College and university and over,Male,19 years old and less,Total hours worked,Hours,,,,,,,-
9,College and university and over,Male,19 years old and less,Monthly Total wage,Won,,,,,,,-
9,College and university and over,Male,19 years old and less,Employment,Persons,,,,,,,-
9,College and university and over,Male,20 ~ 24,Total hours worked,Hours,170.7,173.3,177,182.5,178.3,189.5,167.3
9,College and university and over,Male,20 ~ 24,Monthly Total wage,Won,1325653,1947732,2523143,1777507,1353654,1339900,1811625
9,College and university and over,Male,20 ~ 24,Employment,Persons,121,213,84,73,104,218,207
9,College and university and over,Male,25 ~ 29,Total hours worked,Hours,169.4,175.1,194.9,177.4,180.9,174.4,172.5
9,College and university and over,Male,25 ~ 29,Monthly Total wage,Won,1883525,1802642,1804853,1903755,2058129,2130499,2225990
9,College and university and over,Male,25 ~ 29,Employment,Persons,4861,3026,2159,2459,2003,2510,4000
9,College and university and over,Male,30 ~ 34,Total hours worked,Hours,174.3,178.2,194.3,180.4,180.4,172.7,169.7
9,College and university and over,Male,30 ~ 34,Monthly Total wage,Won,2462365,2349461,2489727,2547395,2467742,2674316,2924324
9,College and university and over,Male,30 ~ 34,Employment,Persons,12538,9124,8374,5316,4563,6194,7300
9,College and university and over,Male,35 ~ 39,Total hours worked,Hours,175.7,177.5,189.6,181.4,173.6,168.2,167.8
9,College and university and over,Male,35 ~ 39,Monthly Total wage,Won,2964195,2840997,3025107,3015560,3052228,3313139,3532784
9,College and university and over,Male,35 ~ 39,Employment,Persons,7754,6081,5644,4653,5946,8480,10942
9,College and university and over,Male,40 ~ 44,Total hours worked,Hours,176.9,176.4,187.2,180.1,172.4,167.4,163.9
9,College and university and over,Male,40 ~ 44,Monthly Total wage,Won,3144964,3201337,3501380,3432450,3496901,3937338,4007048
9,College and university and over,Male,40 ~ 44,Employment,Persons,7262,5209,5399,3709,4877,5756,7824
9,College and university and over,Male,45 ~ 49,Total hours worked,Hours,175.8,175.2,186.6,177.3,170.1,165.4,160.3
9,College and university and over,Male,45 ~ 49,Monthly Total wage,Won,3853609,3832755,4034560,3765349,3911334,4384720,4362521
9,College and university and over,Male,45 ~ 49,Employment,Persons,3175,2253,3253,3574,5055,4976,7668
9,College and university and over,Male,50 ~ 54,Total hours worked,Hours,176.2,178.6,188.2,176.3,172.1,163.6,162.4
9,College and university and over,Male,50 ~ 54,Monthly Total wage,Won,4088002,4172905,4388094,3986388,4334463,4647080,4699199
9,College and university and over,Male,50 ~ 54,Employment,Persons,1776,908,510,979,880,1419,3221
9,College and university and over,Male,55 ~ 59,Total hours worked,Hours,179.4,174.6,190.2,177.7,194.1,166.4,167.5
9,College and university and over,Male,55 ~ 59,Monthly Total wage,Won,2836936,3142553,3792544,5252068,3039713,4972842,4573062
9,College and university and over,Male,55 ~ 59,Employment,Persons,360,114,169,118,122,281,448
9,College and university and over,Male,60 years old and over,Total hours worked,Hours,171.2,154.6,188,172.6,176,187.3,176.8
9,College and university and over,Male,60 years old and over,Monthly Total wage,Won,3095573,3357261,3548207,3714514,4870462,3253379,2836156
9,College and university and over,Male,60 years old and over,Employment,Persons,136,348,323,74,39,137,194
9,College and university and over,Female,19 years old and less,Total hours worked,Hours,,,,,,,-
9,College and university and over,Female,19 years old and less,Monthly Total wage,Won,,,,,,,-
9,College and university and over,Female,19 years old and less,Employment,Persons,,,,,,,-
9,College and university and over,Female,20 ~ 24,Total hours worked,Hours,173.2,167.6,189,177,176,164.9,165.5
9,College and university and over,Female,20 ~ 24,Monthly Total wage,Won,1251046,1409604,1341892,1397754,1584031,1655435,2007327
9,College and university and over,Female,20 ~ 24,Employment,Persons,867,545,751,468,479,436,591
9,College and university and over,Female,25 ~ 29,Total hours worked,Hours,171.2,177.7,195.7,175.9,175.3,170.6,166.6
9,College and university and over,Female,25 ~ 29,Monthly Total wage,Won,1546701,1644622,1702473,1880207,1958115,2282162,2160228
9,College and university and over,Female,25 ~ 29,Employment,Persons,2309,1570,1633,1767,2226,1613,2569
9,College and university and over,Female,30 ~ 34,Total hours worked,Hours,176.9,176.2,192.9,178.5,178.5,164.9,165.8
9,College and university and over,Female,30 ~ 34,Monthly Total wage,Won,2146077,2220616,2214209,2446210,2522964,2839053,2707046
9,College and university and over,Female,30 ~ 34,Employment,Persons,2867,2576,1563,1339,1655,1205,2219
9,College and university and over,Female,35 ~ 39,Total hours worked,Hours,184.6,177.8,191,173.6,175.4,164,162.6
9,College and university and over,Female,35 ~ 39,Monthly Total wage,Won,2745919,2384848,2539270,2651295,2995296,3819362,3374234
9,College and university and over,Female,35 ~ 39,Employment,Persons,860,945,879,1315,1471,1320,2464
9,College and university and over,Female,40 ~ 44,Total hours worked,Hours,176.9,181.6,191.3,179.8,183.7,167.1,161.2
9,College and university and over,Female,40 ~ 44,Monthly Total wage,Won,2523300,2726770,2815962,3398606,3251117,3335627,3649663
9,College and university and over,Female,40 ~ 44,Employment,Persons,246,447,156,251,349,366,702
9,College and university and over,Female,45 ~ 49,Total hours worked,Hours,183.7,176,185.7,179.2,183.7,161.6,165.2
9,College and university and over,Female,45 ~ 49,Monthly Total wage,Won,2735102,3093000,3018426,3234512,3776623,4319656,3950047
9,College and university and over,Female,45 ~ 49,Employment,Persons,298,138,376,258,379,197,369
9,College and university and over,Female,50 ~ 54,Total hours worked,Hours,186.5,160,192,144.4,179.1,158.5,162.1
9,College and university and over,Female,50 ~ 54,Monthly Total wage,Won,2929599,4248000,2954000,3140250,3255365,3621022,4099405
9,College and university and over,Female,50 ~ 54,Employment,Persons,146,4,3,16,74,97,178
9,College and university and over,Female,55 ~ 59,Total hours worked,Hours,172,,,165.7,198,,184.6
9,College and university and over,Female,55 ~ 59,Monthly Total wage,Won,2014713,,,5038000,4313000,,5312570
9,College and university and over,Female,55 ~ 59,Employment,Persons,82,,,21,17,,15
9,College and university and over,Female,60 years old and over,Total hours worked,Hours,,,,210,,,-
9,College and university and over,Female,60 years old and over,Monthly Total wage,Won,,,,1974000,,,-
9,College and university and over,Female,60 years old and over,Employment,Persons,,,,5,,,-
10,Under middle shcool,Male,19 years old and less,Total hours worked,Hours,,,,,,,-
10,Under middle shcool,Male,19 years old and less,Monthly Total wage,Won,,,,,,,-
10,Under middle shcool,Male,19 years old and less,Employment,Persons,,,,,,,-
